arc	source	where	terms	status	hits_per_head	top_paths	quote
B571_day0_internalization	main	REPORT.md item B1	mid-run reconstruction stopped reviews	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":5,""codex/seat-r001"":4,""main"":5,""paper/structure-genesis-first"":3}"	frontier/B770_closure_census/census.json | docs/views/VERDICT_LEDGER.md | docs/CAMPAIGN_STATUS.md | +2 catch-all	e3's CRT reconstruction stopped mid-run ... Reviews 9-13 never mention it again
B571_day0_internalization	main	BURIED_ITEMS.json, A6 item verdict	s064 speculations anywhere confirm	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	find/grep confirm no file named S064 exists anywhere in speculations/
B571_day0_internalization	main	CHIRALITY_DOSSIER.md, Part II	theta-breaking c-breaking carries route	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		No route currently in the repo carries a c-breaking into a theta-breaking.
B572_eleven_clauses	main	N/A — this quote belongs to sibling arc B573, not B572; no exact analogous absence-claim sentence found verbatim in B572's FINDINGS.md	verification happened	GENERIC	"{""audit/b775-braver-questions"":26,""claude/new-session-qor5up"":26,""claude/outside-bench"":43,""codex/seat-r001"":29,""main"":40,""paper/structure-genesis-first"":23}"	docs/PRACTICES.md | docs/SESSION3_SYNTHESIS.md | docs/dossiers/S6_theorem_inventory_cc2.md | docs/views/VERDICT_LEDGER.md | frontier/B455_ethogram_e3_response/PREREGISTRATION.md | frontier/B530_natural_history/FINDINGS.md | frontier/B571_day0_internalization/BURIED_ITEMS.json | frontier/B573_global_bridge/FINDINGS.md | +13 catch-all	No such verification happened.
B572_eleven_clauses	main	FINDINGS.md, 'The weld' (paraphrase context: 'a different subgroup, not θ-fixed, which nothing in the object selects')	selects object	GENERIC	"{""audit/b775-braver-questions"":285,""claude/new-session-qor5up"":254,""claude/outside-bench"":316,""codex/seat-r001"":271,""main"":304,""paper/structure-genesis-first"":278}"	docs/CLOSURE_MASTERPLAN.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/REBASE_2026-07-16.md | docs/SEAL_LEDGER.md | +47 catch-all	which nothing in the object selects
B573_global_bridge	main	FINDINGS.md, 'The record, corrected first' (re: the handoff's claim that Fox calculus verified H1=6 'tonight')	verification happened	LEAD	"{""audit/b775-braver-questions"":25,""claude/new-session-qor5up"":25,""claude/outside-bench"":42,""codex/seat-r001"":28,""main"":39,""paper/structure-genesis-first"":22}"	docs/PRACTICES.md | docs/SESSION3_SYNTHESIS.md | docs/dossiers/S6_theorem_inventory_cc2.md | docs/views/VERDICT_LEDGER.md | frontier/B455_ethogram_e3_response/PREREGISTRATION.md | frontier/B530_natural_history/FINDINGS.md | frontier/B571_day0_internalization/BURIED_ITEMS.json | frontier/B632_cubic_route/REPAIR_ADJUDICATION.md | +13 catch-all	No such verification happened.
B573_global_bridge	main	FINDINGS.md, 'What falls'	holonomy object acts	GENERIC	"{""audit/b775-braver-questions"":199,""claude/new-session-qor5up"":185,""claude/outside-bench"":251,""codex/seat-r001"":205,""main"":225,""paper/structure-genesis-first"":197}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRICED_DOORS.md | docs/REBASE_2026-07-16.md | docs/SEAL_LEDGER.md | docs/THE_FRAMEWORK.md | +39 catch-all	The '16' is not an object the holonomy acts on at all.
B573_global_bridge	main	FINDINGS.md, overclaim paragraph re: CG coefficients	appears object spin	GENERIC	"{""audit/b775-braver-questions"":136,""claude/new-session-qor5up"":120,""claude/outside-bench"":153,""codex/seat-r001"":130,""main"":148,""paper/structure-genesis-first"":132}"	docs/CAMPAIGN_STATUS.md | docs/CLOSURE_2026-07-05.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/LITERATURE_GAUGE_SM_2026-07-13.md | docs/LITERATURE_SWEEP2_2026-07-13.md | docs/MASTERPLAN.md | docs/NOVELTY_AUDIT.md | +28 catch-all	no Spin(10) object appears
B574_offprincipal	main	FINDINGS.md 'The crux is false'	centralizer nilpotent reductive nonzero	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":9,""claude/outside-bench"":14,""codex/seat-r001"":16,""main"":14,""paper/structure-genesis-first"":13}"	frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | frontier/B770_closure_census/census.json | frontier/B866_charge_cubic/support_2T_third_route/nonprincipal_2T.py | papers/VALIDATION_LEDGER.md | frontier/B1092_purity_selector/so10_spinor_verification.py | +4 catch-all	No nonzero nilpotent orbit of E6 has reductive centralizer Spin(10).
B574_offprincipal	main	"FINDINGS.md '""Nearby points with minimal meridian"": impossible'"	vector-like nonexistent candidate geometric	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":5,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | frontier/B1068_descent_inventory/w2_full_results.json | +3 catch-all	its candidate points are either nonexistent (near the geometric point) or vector-like (the factored ones)
B575_bridge_obstruction	main	frontier/B575_bridge_obstruction/FINDINGS.md:19	sixth order wall	GENERIC	"{""audit/b775-braver-questions"":34,""claude/new-session-qor5up"":42,""claude/outside-bench"":44,""codex/seat-r001"":36,""main"":41,""paper/structure-genesis-first"":35}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/RECOGNITION.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B129_sl3_tower_sealed/FINDINGS.md | frontier/B129_sl3_tower_sealed/probe.py | frontier/B334_seam_hilbert_class_field/FINDINGS.md | +10 catch-all	The sixth wall does not exist at this order.
B575_bridge_obstruction	main	frontier/B575_bridge_obstruction/FINDINGS.md:60	obstructions higher massey	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":10,""claude/outside-bench"":12,""codex/seat-r001"":12,""main"":12,""paper/structure-genesis-first"":10}"	docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/TOOLBOX.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | papers/CANDIDATES.md | papers/VALIDATION_LEDGER.md | docs/CAMPAIGN_STATUS.md | +3 catch-all	higher (Massey) obstructions are not computed here
B577_reconciliation	main	frontier/B577_reconciliation/FINDINGS.md 'The failure mode (new — not B571's)'	recurrence exactly queried atlas	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":4,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | docs/BANKING_PROTOCOL.md | +1 catch-all	the Recurrence Atlas — built for exactly this — was never queried.
B578_debt_clearing	main	frontier/B578_debt_clearing/D5_KUBOTA_RETRACTION.md:7	l-function leopoldt asserted measure	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":9,""claude/outside-bench"":10,""codex/seat-r001"":9,""main"":10,""paper/structure-genesis-first"":9}"	docs/OPEN_LEADS.md | frontier/B519_re_mining/VERDICT.md | frontier/B571_day0_internalization/BURIED_ITEMS.json | frontier/B571_day0_internalization/REPORT.md | frontier/B770_closure_census/census.json | frontier/B775_phase2_wave1/wave2_results.json | docs/CAMPAIGN_STATUS.md | +3 catch-all	"the tower measure IS the known Kubota–Leopoldt 3-adic L-function"" — asserted, never computed."
B578_debt_clearing	main	frontier/B578_debt_clearing/LEDGER_RAW.md:66	sub-cell b578-d5 exhaustive confirmed	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	docs/OPEN_LEADS.md	"verifier confirmed by exhaustive grep that no B578-D5 or ""kubota"" sub-cell exists anywhere in the repo"
B578_debt_clearing	main	frontier/B578_debt_clearing/LEDGER_RAW.md:114	sub-cell confirmed changelog verifier	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	verifier confirmed no D9 sub-cell exists anywhere in CHANGELOG, PROGRESS_LOG, or frontier
B578_debt_clearing	main	frontier/B578_debt_clearing/LEDGER_RAW.md:56	under-determined reconstruction generating available	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B770_closure_census/census.json	the generating script no longer exists, and the available evidence... points instead to a plain under-determined rational CRT reconstruction
B578_debt_clearing	main	frontier/B578_debt_clearing/LEDGER_RAW.md:40	in-repo maps	LEAD	"{""audit/b775-braver-questions"":22,""claude/new-session-qor5up"":20,""claude/outside-bench"":28,""codex/seat-r001"":25,""main"":28,""paper/structure-genesis-first"":21}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/ROADMAP_TOE.md | docs/UNIFIED_STATE.md | docs/views/VERDICT_LEDGER.md | frontier/B598_l85_campaign/FINDINGS.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B750_lack_ledger/FINDINGS.md | +5 catch-all	no in-repo theorem maps γ onto g_M
B579_session_handoff	main	frontier/B579_session_handoff/FINDINGS.md 'The data scan'	coincidence prediction observed attempts	LEAD	"{""audit/b775-braver-questions"":15,""claude/new-session-qor5up"":15,""claude/outside-bench"":19,""codex/seat-r001"":17,""main"":19,""paper/structure-genesis-first"":14}"	docs/HINT_LEDGER.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B756_remaining_doors/RAW_WORKFLOW_OUTPUT.json | frontier/B770_closure_census/census.json | frontier/B772_negatives_adequacy/audit_results.json | frontier/B790_maass_adjudication/FINDINGS.md | +4 catch-all	α_s(M_Z) = 1/(2φ³) (0.04σ observed; five derivation attempts failed — the handoff's own honest verdict: observed coincidence, not a prediction)
B579_session_handoff	main	frontier/B579_session_handoff/FINDINGS.md 'The data scan'	log-periodic golden-ratio modulation residuals	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":4,""codex/seat-r001"":3,""main"":4,""paper/structure-genesis-first"":2}"	docs/HINT_LEDGER.md | frontier/B770_closure_census/census.json | docs/COSMOLOGY_LEDGER.md | +1 catch-all	no log-periodic golden-ratio modulation in Planck 2018 TT residuals against proper ΛCDM (SNR −0.7; the initial 7× excess was a smoothing artifact, honestly killed)
B580_chord_program	main	frontier/B580_chord_program/ROUND1_TRANSCRIPT.md:42	h129 structure anywhere channel	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":10,""claude/outside-bench"":10,""codex/seat-r001"":10,""main"":10,""paper/structure-genesis-first"":10}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/context_sweep/sweep_leads_doors.md | speculations/TOMBSTONES.md | frontier/B796_coupling_campaign/context_sweep/sweep_leads_doors.md | +3 catch-all	H129 (sin²θ₁₃ = 1/φ⁸ ≈ 0.0213): DOES NOT APPEAR — KILLED in this channel... no φ-power structure exists anywhere in the computed data.
B580_chord_program	main	frontier/B580_chord_program/ROUND1_TRANSCRIPT.md '2. THE COMPARISON'	golden-ratio h128 quantity anywhere	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":6}"	docs/HINT_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | +2 catch-all	H128 ... DOES NOT APPEAR — KILLED in this channel. No golden-ratio quantity occurs anywhere in the traverse's unforced numbers
B580_chord_program	main	frontier/B580_chord_program/ROUND1_TRANSCRIPT.md 'CTRL'	non-monic polynomial alexander fibered	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	papers/VALIDATION_LEDGER.md	5₂ is not fibered (non-monic Alexander polynomial, two independent methods)
B581_six_torsions	main	frontier/B581_six_torsions/FINDINGS.md 'The comparison phase'	zeta9 polynomials numbers factors	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B771_phase1_wave1/wave1_results.json | +1 catch-all	The other listed jewel numbers (2/3, 15/169, the golden and D4 and zeta9 polynomials) do NOT appear as factors or values
B582_chiral_play	main	/home/user/origin-axiom/PROGRESS_LOG.md:4093 (2026-07-15 entry, self-correction referencing B582)	committed dial code	LEAD	"{""audit/b775-braver-questions"":28,""claude/new-session-qor5up"":22,""claude/outside-bench"":34,""codex/seat-r001"":30,""main"":33,""paper/structure-genesis-first"":27}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B583_chiral_content/READING_RAW.md | frontier/B598_l85_campaign/CAMPAIGN.md | frontier/B598_l85_campaign/FINDINGS.md | frontier/B598_l85_campaign/P1_ERRATUM.md | +6 catch-all	the G1 dial map whose code was NEVER COMMITTED
B583_chiral_content	main	frontier/B578_debt_clearing/LEDGER_RAW.md (cross-referenced D2, not B583 itself -- see B578 arc)	b469 structure actually object	LEAD	"{""audit/b775-braver-questions"":14,""claude/new-session-qor5up"":10,""claude/outside-bench"":15,""codex/seat-r001"":14,""main"":15,""paper/structure-genesis-first"":12}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/CENSUS.md | frontier/B770_closure_census/census.json | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/context_sweep/sweep_leads_doors.md | frontier/B1067_rayclass_harvest/FINDINGS.md | +4 catch-all	no map is ever constructed from the B469... object into the structure θ and σ actually act on
B583_chiral_content	main	frontier/B583_chiral_content/READING_RAW.md 'X1' Audit binding	verification complete until	GENERIC	"{""audit/b775-braver-questions"":79,""claude/new-session-qor5up"":68,""claude/outside-bench"":107,""codex/seat-r001"":84,""main"":103,""paper/structure-genesis-first"":71}"	docs/BANKING_PROTOCOL.md | docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | +29 catch-all	This cell must not bank until it does [complete verification]
B583_chiral_content	main	frontier/B583_chiral_content/READING_RAW.md 'X2'	transcendental nsimplify asserted rational	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":6,""claude/outside-bench"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":7}"	frontier/B742_negatives_hunt_p1/recompute/TOMB-L77/recompute.py | frontier/B771_phase1_wave1/cells/W4-017r/compute.py | frontier/B771_phase1_wave1/cells/W5-017r/compute.py | frontier/B771_phase1_wave1/wave3_results.json | frontier/B1067_rayclass_harvest/w1_results.json | +2 catch-all	'14Vol/π is transcendental' was asserted from a PSLQ null plus a failed nsimplify. What was computed is 'no rational·π relation found by PSLQ to 60 digits.'
B585_listener_law	main	frontier/B585_listener_law/FINDINGS.md 'K1'	hold-out law-e predicted measured	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":7,""claude/outside-bench"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":7}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | docs/REVIVABLE.md | +4 catch-all	LAW-E (the even channel) FAILED its hold-out (κ=17 predicted 0, measured +1; κ=18 predicted −1, measured 0). The even channel's law is OPEN
B585_listener_law	main	frontier/B585_listener_law/FINDINGS.md 'The clock table'	function simple honest found	GENERIC	"{""audit/b775-braver-questions"":71,""claude/new-session-qor5up"":64,""claude/outside-bench"":96,""codex/seat-r001"":83,""main"":91,""paper/structure-genesis-first"":67}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/STRATEGIC_SYNTHESIS.md | docs/atlas/FAILURE_ATLAS.md | docs/dossiers/S6_theorem_inventory_cc2.md | docs/views/CLOSED_DOORS.md | +13 catch-all	No simple function of κ found (honest)
